"X","DATE","LATITUDE","LONGITUDE","OFFENSE","PRECINCT","BOROUGH","JURISDICTION","DAY","MONTH"
1087239,2014-08-09,40.7558129120001,-73.986400949,"GRAND LARCENY",14,"MANHATTAN","N.Y. TRANSIT POLICE","Saturday","Aug"
983848,2013-07-06,40.6700704300001,-73.879794599,"ROBBERY",75,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Jul"
835219,2013-02-19,40.6711873200001,-73.933682189,"GRAND LARCENY",77,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Feb"
1040517,2014-01-16,40.6817250180001,-73.858317448,"BURGLARY",102,"QUEENS","N.Y. POLICE DEPT","Thursday","Jan"
835834,2013-02-19,40.65135802,-73.947702755,"BURGLARY",67,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Feb"
1003901,2015-09-13,40.701871038,-73.9438257579999,"ROBBERY",90,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Sep"
756069,2014-06-29,40.7490615580001,-73.9957499189999,"GRAND LARCENY",14,"MANHATTAN","N.Y. POLICE DEPT","Sunday","Jun"
1104252,2015-12-12,40.670946067,-73.921090573,"FELONY ASSAULT",73,"BROOKLYN","N.Y. HOUSING POLICE","Saturday","Dec"
1086073,2015-07-22,40.774461484,-73.949674893,"GRAND LARCENY",19,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Jul"
1028863,2015-03-20,40.645321489,-73.930706183,"BURGLARY",67,"BROOKLYN","N.Y. POLICE DEPT","Friday","Mar"
1012003,2013-07-25,40.6184825820001,-73.9668914119999,"ROBBERY",66,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Jul"
1066544,2015-08-17,40.8091535470001,-73.935907215,"ROBBERY",25,"MANHATTAN","N.Y. POLICE DEPT","Monday","Aug"
1012361,2015-06-16,40.8111164260001,-73.927329309,"GRAND LARCENY",40,"BRONX","N.Y. POLICE DEPT","Tuesday","Jun"
1048260,2014-12-14,40.8483987930001,-73.8932038419999,"GRAND LARCENY",48,"BRONX","N.Y. POLICE DEPT","Sunday","Dec"
764015,2013-01-24,40.707207344,-73.7684887679999,"BURGLARY",103,"QUEENS","N.Y. POLICE DEPT","Thursday","Jan"
885243,2014-04-14,40.637495427,-74.134951053,"BURGLARY",121,"STATEN ISLAND","N.Y. POLICE DEPT","Monday","Apr"
1122598,2013-06-22,40.836625736,-73.918946202,"MURDER & NON-NEGL. MANSLAUGHTE",44,"BRONX","N.Y. POLICE DEPT","Saturday","Jun"
967158,2015-04-14,40.7372981940001,-73.877345852,"GRAND LARCENY",110,"QUEENS","N.Y. POLICE DEPT","Tuesday","Apr"
905975,2013-11-20,40.7058913130001,-73.7533340209999,"ROBBERY",113,"QUEENS","POLICE DEPT NYC","Wednesday","Nov"
975667,2013-07-13,40.6327563730001,-74.16168163,"FELONY ASSAULT",121,"STATEN ISLAND","N.Y. HOUSING POLICE","Saturday","Jul"
719999,2014-01-22,40.6353438200001,-74.0964562629999,"GRAND LARCENY",120,"STATEN ISLAND","N.Y. POLICE DEPT","Wednesday","Jan"
1064786,2014-08-21,40.8426153830001,-73.93772544,"BURGLARY",33,"MANHATTAN","N.Y. POLICE DEPT","Thursday","Aug"
1075778,2015-05-14,40.6669532020001,-73.9008298539999,"GRAND LARCENY",75,"BROOKLYN","N.Y. POLICE DEPT","Thursday","May"
957986,2015-01-09,40.607874506,-73.9816267099999,"ROBBERY",62,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jan"
928338,2014-09-13,40.7780169750001,-73.980211324,"BURGLARY",20,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Sep"
676688,2013-02-27,40.840100856,-73.915559219,"GRAND LARCENY",44,"BRONX","N.Y. POLICE DEPT","Wednesday","Feb"
1011953,2014-08-19,40.6598129240001,-73.943944071,"GRAND LARCENY OF MOTOR VEHICLE",71,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Aug"
909955,2014-07-16,40.8279356310001,-73.9009368179999,"ROBBERY",42,"BRONX","N.Y. POLICE DEPT","Wednesday","Jul"
1041079,2014-11-06,40.7425316690001,-73.94923348,"GRAND LARCENY",108,"QUEENS","N.Y. TRANSIT POLICE","Thursday","Nov"
1102200,2015-11-22,40.651698159,-73.868446756,"GRAND LARCENY",75,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Nov"
950319,2013-11-10,40.712291715,-73.936260062,"FELONY ASSAULT",90,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Nov"
1085921,2014-07-25,40.5863259560001,-73.948405338,"BURGLARY",61,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jul"
772068,2013-03-15,40.735271041,-73.9539659659999,"GRAND LARCENY",94,"BROOKLYN","N.Y. POLICE DEPT","Friday","Mar"
760969,2013-11-25,40.841052281,-73.92194774,"GRAND LARCENY",44,"BRONX","N.Y. POLICE DEPT","Monday","Nov"
757951,2014-06-10,40.6935795900001,-73.9578388589999,"GRAND LARCENY OF MOTOR VEHICLE",79,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Jun"
982539,2013-08-17,40.7759422870001,-73.982259131,"GRAND LARCENY",20,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Aug"
994414,2014-11-08,40.6376247160001,-73.945249009,"FELONY ASSAULT",67,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Nov"
756714,2014-06-29,40.6624962650001,-73.8838596259999,"FELONY ASSAULT",75,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Jun"
1046164,2015-10-24,40.691957657,-73.939827823,"ROBBERY",81,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Oct"
1056769,2014-07-06,40.6139887460001,-74.035151465,"ROBBERY",68,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Jul"
818095,2014-06-22,40.6754244520001,-73.8131837889999,"ROBBERY",106,"QUEENS","N.Y. POLICE DEPT","Sunday","Jun"
985912,2013-08-21,40.751637434,-73.728520577,"BURGLARY",111,"QUEENS","N.Y. POLICE DEPT","Wednesday","Aug"
779665,2014-09-05,40.8612136850001,-73.8597499059999,"FELONY ASSAULT",49,"BRONX","N.Y. POLICE DEPT","Friday","Sep"
838525,2015-06-10,40.753968462,-73.908341365,"ROBBERY",114,"QUEENS","N.Y. POLICE DEPT","Wednesday","Jun"
1100366,2015-11-10,40.758412885,-73.764044214,"BURGLARY",111,"QUEENS","N.Y. POLICE DEPT","Tuesday","Nov"
990338,2015-10-05,40.8003337590001,-73.9446023,"FELONY ASSAULT",25,"MANHATTAN","N.Y. HOUSING POLICE","Monday","Oct"
906507,2013-11-20,40.6467559640001,-73.97503948,"BURGLARY",66,"BROOKLYN","N.Y. POLICE DEPT","Wednesday","Nov"
875768,2015-09-15,40.7004729350001,-73.947487512,"ROBBERY",90,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Sep"
1090959,2014-08-15,40.82626471,-73.9016511249999,"ROBBERY",42,"BRONX","N.Y. POLICE DEPT","Friday","Aug"
850893,2015-07-20,40.709810469,-73.7802421389999,"ROBBERY",103,"QUEENS","N.Y. POLICE DEPT","Monday","Jul"
960321,2013-04-07,40.726882624,-73.952871348,"RAPE",94,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Apr"
865388,2015-10-09,40.747351834,-73.890576052,"GRAND LARCENY",115,"QUEENS","N.Y. POLICE DEPT","Friday","Oct"
1087633,2014-08-09,40.8643297240001,-73.867393455,"ROBBERY",49,"BRONX","N.Y. POLICE DEPT","Saturday","Aug"
685250,2013-07-19,40.7907464140001,-73.9506340419999,"FELONY ASSAULT",23,"MANHATTAN","N.Y. HOUSING POLICE","Friday","Jul"
720130,2013-07-03,40.8367900630001,-73.9266146319999,"FELONY ASSAULT",44,"BRONX","N.Y. POLICE DEPT","Wednesday","Jul"
960463,2013-05-21,40.747098103,-73.8758445079999,"ROBBERY",110,"QUEENS","N.Y. POLICE DEPT","Tuesday","May"
988835,2013-05-15,40.6087542560001,-74.0034877149999,"GRAND LARCENY",62,"BROOKLYN","N.Y. POLICE DEPT","Wednesday","May"
1104298,2015-08-21,40.8129578190001,-73.90770379,"ROBBERY",40,"BRONX","N.Y. POLICE DEPT","Friday","Aug"
793819,2014-11-26,40.7373452520001,-73.9797037819999,"GRAND LARCENY",13,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Nov"
761524,2014-07-12,40.8939774880001,-73.845024768,"GRAND LARCENY OF MOTOR VEHICLE",47,"BRONX","N.Y. POLICE DEPT","Saturday","Jul"
1043958,2015-10-16,40.7580991510001,-73.8288089169999,"FELONY ASSAULT",109,"QUEENS","N.Y. POLICE DEPT","Friday","Oct"
1047446,2015-11-05,40.881498971,-73.886511145,"ROBBERY",52,"BRONX","N.Y. POLICE DEPT","Thursday","Nov"
1011757,2013-07-25,40.6509288340001,-73.9302931289999,"FELONY ASSAULT",67,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Jul"
844388,2013-02-07,40.6321262170001,-73.9205528209999,"ROBBERY",63,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Feb"
1052641,2014-05-19,40.6633412420001,-73.96017925,"FELONY ASSAULT",71,"BROOKLYN","N.Y. POLICE DEPT","Monday","May"
1005895,2015-01-25,40.836786343,-73.833355078,"GRAND LARCENY",45,"BRONX","N.Y. POLICE DEPT","Sunday","Jan"
1042678,2013-11-01,40.812785546,-73.9278513089999,"GRAND LARCENY OF MOTOR VEHICLE",40,"BRONX","N.Y. POLICE DEPT","Friday","Nov"
1081972,2015-07-07,40.6823008580001,-73.912993613,"BURGLARY",73,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Jul"
889849,2013-06-30,40.820849777,-73.868939752,"FELONY ASSAULT",43,"BRONX","N.Y. HOUSING POLICE","Sunday","Jun"
1008020,2015-05-26,40.681913192,-73.884218806,"GRAND LARCENY",75,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","May"
969913,2015-11-21,40.723831735,-73.99456458,"BURGLARY",5,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Nov"
1084834,2015-07-10,40.659835679,-73.979193927,"GRAND LARCENY",72,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jul"
1016079,2013-10-19,40.666397981,-73.9098963449999,"GRAND LARCENY",73,"BROOKLYN","N.Y. HOUSING POLICE","Saturday","Oct"
794985,2013-05-03,40.8387518700001,-73.913757556,"ROBBERY",44,"BRONX","N.Y. POLICE DEPT","Friday","May"
1084728,2015-07-10,40.650612315,-74.002812394,"FELONY ASSAULT",72,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jul"
1103683,2015-08-21,40.7487917490001,-73.811274554,"GRAND LARCENY",109,"QUEENS","N.Y. POLICE DEPT","Friday","Aug"
1102255,2014-11-04,40.720635241,-73.959246735,"FELONY ASSAULT",94,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Nov"
959171,2015-09-07,40.67719148,-73.873144548,"FELONY ASSAULT",75,"BROOKLYN","N.Y. POLICE DEPT","Monday","Sep"
911094,2014-05-30,40.859192159,-73.9006769709999,"BURGLARY",46,"BRONX","N.Y. POLICE DEPT","Friday","May"
832326,2013-01-11,40.600588014,-73.746085122,"GRAND LARCENY",101,"QUEENS","N.Y. POLICE DEPT","Friday","Jan"
326659,2008-07-11,40.618416692,-73.9452935799999,"GRAND LARCENY",70,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jul"
920882,2015-06-22,40.7926236370001,-73.9502317769999,"FELONY ASSAULT",23,"MANHATTAN","N.Y. HOUSING POLICE","Monday","Jun"
947231,2014-12-05,40.7225608690001,-73.993738525,"GRAND LARCENY",5,"MANHATTAN","N.Y. POLICE DEPT","Friday","Dec"
869453,2013-04-03,40.6581583620001,-73.939591599,"GRAND LARCENY",71,"BROOKLYN","POLICE DEPT NYC","Wednesday","Apr"
531580,2009-12-01,40.6257689610001,-73.991416822,"RAPE",66,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Dec"
944822,2013-10-14,40.820396616,-73.954723617,"GRAND LARCENY",30,"MANHATTAN","N.Y. POLICE DEPT","Monday","Oct"
1051668,2013-11-17,40.651698159,-73.868446756,"GRAND LARCENY",75,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Nov"
899658,2013-12-01,40.6126763180001,-73.991659822,"BURGLARY",62,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Dec"
646402,2013-05-05,40.7068107000001,-73.9232266399999,"GRAND LARCENY",83,"BROOKLYN","N.Y. POLICE DEPT","Sunday","May"
772512,2014-01-05,40.7438283320001,-73.885706313,"BURGLARY",110,"QUEENS","N.Y. POLICE DEPT","Sunday","Jan"
1005041,2014-06-08,40.861418203,-73.9073870889999,"FELONY ASSAULT",52,"BRONX","N.Y. POLICE DEPT","Sunday","Jun"
731957,2015-08-07,40.749133885,-73.856254037,"BURGLARY",110,"QUEENS","N.Y. POLICE DEPT","Friday","Aug"
959689,2015-09-07,40.7290204380001,-73.9591333659999,"GRAND LARCENY OF MOTOR VEHICLE",94,"BROOKLYN","N.Y. POLICE DEPT","Monday","Sep"
1101597,2015-11-22,40.835708982,-73.9151022249999,"FELONY ASSAULT",44,"BRONX","N.Y. POLICE DEPT","Sunday","Nov"
863825,2013-04-29,40.9045644500001,-73.849717378,"FELONY ASSAULT",47,"BRONX","N.Y. POLICE DEPT","Monday","Apr"
1018552,2013-08-13,40.7353566530001,-73.989919672,"ROBBERY",13,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Aug"
844471,2013-10-11,40.716684479,-73.9973752929999,"BURGLARY",5,"MANHATTAN","N.Y. POLICE DEPT","Friday","Oct"
1068181,2014-03-23,40.8217363320001,-73.8928672599999,"GRAND LARCENY",41,"BRONX","N.Y. POLICE DEPT","Sunday","Mar"
1028258,2013-09-11,40.787829769,-73.969345886,"ROBBERY",24,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Sep"
1076358,2014-10-17,40.643395141,-73.9699887789999,"BURGLARY",70,"BROOKLYN","N.Y. POLICE DEPT","Friday","Oct"
990023,2013-08-25,40.774237779,-73.982100724,"GRAND LARCENY",20,"MANHATTAN","N.Y. POLICE DEPT","Sunday","Aug"
760808,2013-01-14,40.8892017000001,-73.831299587,"GRAND LARCENY",47,"BRONX","N.Y. POLICE DEPT","Monday","Jan"
1088827,2014-12-20,40.6609312320001,-73.918395558,"FELONY ASSAULT",67,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Dec"
974903,2015-11-25,40.7663116150001,-73.9868933819999,"BURGLARY",18,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Nov"
996263,2014-06-03,40.6846162940001,-73.918932657,"ROBBERY",81,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Jun"
986353,2014-06-01,40.6107171290001,-73.9209852829999,"GRAND LARCENY",63,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Jun"
1049332,2014-10-14,40.735211323,-73.9916913979999,"GRAND LARCENY",6,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Oct"
1080366,2014-06-27,40.839286927,-73.917284131,"BURGLARY",44,"BRONX","N.Y. POLICE DEPT","Friday","Jun"
1101905,2015-11-22,40.6596954500001,-73.906733634,"GRAND LARCENY OF MOTOR VEHICLE",73,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Nov"
1052670,2014-06-25,40.780289327,-73.951457835,"GRAND LARCENY",19,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Jun"
953082,2014-01-20,40.8646943310001,-73.899576908,"ROBBERY",52,"BRONX","N.Y. POLICE DEPT","Monday","Jan"
1111158,2015-05-09,40.729373465,-73.9961949629999,"GRAND LARCENY",6,"MANHATTAN","N.Y. POLICE DEPT","Saturday","May"
951429,2014-12-07,40.758857075,-73.988616647,"BURGLARY",14,"MANHATTAN","N.Y. POLICE DEPT","Sunday","Dec"
1082292,2014-07-17,40.708702198,-73.876341639,"BURGLARY",104,"QUEENS","N.Y. POLICE DEPT","Thursday","Jul"
1039576,2014-09-19,40.664229968,-73.733194553,"ROBBERY",105,"QUEENS","N.Y. POLICE DEPT","Friday","Sep"
1100567,2015-11-10,40.692074619,-73.765396846,"GRAND LARCENY",113,"QUEENS","LONG ISLAND RAILRD","Tuesday","Nov"
751845,2014-06-05,40.807515143,-73.927004524,"BURGLARY",40,"BRONX","N.Y. POLICE DEPT","Thursday","Jun"
1066670,2015-04-18,40.6692837200001,-73.9225452709999,"ROBBERY",77,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Apr"
926254,2014-09-13,40.856568103,-73.8857222469999,"FELONY ASSAULT",48,"BRONX","N.Y. POLICE DEPT","Saturday","Sep"
955547,2014-04-02,40.7726878870001,-73.736002175,"FELONY ASSAULT",111,"QUEENS","N.Y. POLICE DEPT","Wednesday","Apr"
930671,2014-10-18,40.7366909460001,-73.995231092,"BURGLARY",13,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Oct"
1053316,2014-06-25,40.7308651870001,-73.98148456,"GRAND LARCENY",13,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Jun"
1043416,2014-09-20,40.7603320960001,-73.885288143,"FELONY ASSAULT",115,"QUEENS","N.Y. POLICE DEPT","Saturday","Sep"
1001737,2015-09-09,40.669488093,-73.9435790649999,"BURGLARY",77,"BROOKLYN","N.Y. POLICE DEPT","Wednesday","Sep"
998050,2014-05-14,40.7442042660001,-73.885608229,"FELONY ASSAULT",110,"QUEENS","N.Y. POLICE DEPT","Wednesday","May"
985319,2015-06-09,40.849587813,-73.9343501389999,"ROBBERY",34,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Jun"
841635,2014-07-08,40.7225215830001,-73.984600298,"GRAND LARCENY",9,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Jul"
966050,2014-01-03,40.66979809,-73.9491158069999,"ROBBERY",71,"BROOKLYN","N.Y. POLICE DEPT","Friday","Jan"
975599,2014-10-16,40.6746658710001,-73.9800761509999,"BURGLARY",78,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Oct"
1116585,2015-10-29,40.7747857630001,-73.906373872,"GRAND LARCENY",114,"QUEENS","N.Y. POLICE DEPT","Thursday","Oct"
897064,2014-03-14,40.8225699160001,-73.9113071689999,"RAPE",42,"BRONX","N.Y. POLICE DEPT","Friday","Mar"
1117624,2015-11-03,40.679670066,-73.936136211,"ROBBERY",81,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Nov"
1002242,2015-04-29,40.7903250470001,-73.941710718,"ROBBERY",23,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Apr"
970110,2014-08-31,40.761058877,-73.996759886,"FELONY ASSAULT",10,"MANHATTAN","N.Y. POLICE DEPT","Sunday","Aug"
959862,2014-12-26,40.688120639,-73.8193321969999,"ROBBERY",106,"QUEENS","N.Y. POLICE DEPT","Friday","Dec"
1084854,2015-07-18,40.678334455,-73.773726541,"GRAND LARCENY",113,"QUEENS","N.Y. POLICE DEPT","Saturday","Jul"
946028,2013-09-24,40.7600819030001,-73.9247210249999,"BURGLARY",114,"QUEENS","N.Y. POLICE DEPT","Tuesday","Sep"
871662,2013-06-16,40.6716907200001,-73.9183283209999,"FELONY ASSAULT",73,"BROOKLYN","N.Y. POLICE DEPT","Sunday","Jun"
823236,2014-07-01,40.7091362090001,-74.00686186,"GRAND LARCENY",1,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Jul"
985710,2014-09-06,40.7554031190001,-73.7659931589999,"GRAND LARCENY",111,"QUEENS","N.Y. POLICE DEPT","Saturday","Sep"
927388,2013-07-29,40.8044280730001,-73.95537021,"ROBBERY",28,"MANHATTAN","N.Y. POLICE DEPT","Monday","Jul"
770952,2014-07-24,40.8015976470001,-73.97054594,"GRAND LARCENY",24,"MANHATTAN","N.Y. POLICE DEPT","Thursday","Jul"
1024558,2014-08-12,40.7403085650001,-74.0038266,"GRAND LARCENY",10,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Aug"
898578,2013-10-24,40.6558822980001,-73.9563886179999,"ROBBERY",71,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Oct"
1012791,2015-12-22,40.668807171,-73.8553745569999,"GRAND LARCENY",106,"QUEENS","N.Y. POLICE DEPT","Tuesday","Dec"
1069150,2014-03-30,40.856162957,-73.844397124,"RAPE",49,"BRONX","N.Y. POLICE DEPT","Sunday","Mar"
938721,2015-07-04,40.661485466,-73.952171445,"FELONY ASSAULT",71,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Jul"
909458,2014-06-13,40.7883365000001,-73.939079866,"ROBBERY",23,"MANHATTAN","N.Y. HOUSING POLICE","Friday","Jun"
1024131,2014-02-01,40.8334495180001,-73.940509332,"ROBBERY",33,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Feb"
938915,2013-11-27,40.762272884,-73.958567881,"GRAND LARCENY",19,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Nov"
932822,2014-02-14,40.7428336580001,-74.005703308,"ROBBERY",10,"MANHATTAN","N.Y. POLICE DEPT","Friday","Feb"
867650,2013-04-11,40.7573961740001,-73.96962339,"GRAND LARCENY",17,"MANHATTAN","N.Y. POLICE DEPT","Thursday","Apr"
1049756,2014-05-17,40.8075044030001,-73.886565064,"GRAND LARCENY",41,"BRONX","N.Y. POLICE DEPT","Saturday","May"
1104770,2015-08-21,40.7190559310001,-74.0034574169999,"GRAND LARCENY",1,"MANHATTAN","N.Y. POLICE DEPT","Friday","Aug"
943026,2014-11-28,40.7582323710001,-73.977430585,"GRAND LARCENY",18,"MANHATTAN","N.Y. POLICE DEPT","Friday","Nov"
966244,2015-09-22,40.8230562520001,-73.9424227379999,"GRAND LARCENY",32,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Sep"
653463,2013-05-07,40.5208474180001,-74.2094569499999,"GRAND LARCENY",123,"STATEN ISLAND","N.Y. POLICE DEPT","Tuesday","May"
869294,2013-06-26,40.675204502,-73.941652704,"BURGLARY",77,"BROOKLYN","N.Y. POLICE DEPT","Wednesday","Jun"
1069884,2014-04-08,40.8666370080001,-73.8595793869999,"BURGLARY",49,"BRONX","N.Y. POLICE DEPT","Tuesday","Apr"
865015,2013-04-29,40.6418562360001,-73.909089911,"BURGLARY",69,"BROOKLYN","N.Y. POLICE DEPT","Monday","Apr"
708378,2012-08-01,40.769923083,-73.9529853019999,"GRAND LARCENY",19,"MANHATTAN","N.Y. POLICE DEPT","Wednesday","Aug"
881217,2013-05-09,40.7108982510001,-73.792534996,"ROBBERY",103,"QUEENS","N.Y. POLICE DEPT","Thursday","May"
1078093,2015-06-23,40.630233289,-73.888649699,"BURGLARY",69,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Jun"
920035,2013-09-23,40.640318977,-74.0099283329999,"GRAND LARCENY OF MOTOR VEHICLE",72,"BROOKLYN","N.Y. POLICE DEPT","Monday","Sep"
1114003,2015-06-27,40.7484050190001,-73.8869075009999,"GRAND LARCENY",115,"QUEENS","N.Y. POLICE DEPT","Saturday","Jun"
654432,2013-05-07,40.748954585,-74.0012393709999,"GRAND LARCENY",10,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","May"
827026,2013-01-19,40.6727658500001,-73.976691643,"GRAND LARCENY",78,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Jan"
927236,2013-09-17,40.8410849210001,-73.9397688399999,"GRAND LARCENY",33,"MANHATTAN","N.Y. POLICE DEPT","Tuesday","Sep"
891549,2015-11-14,40.6314723400001,-74.0277930519999,"FELONY ASSAULT",68,"BROOKLYN","N.Y. POLICE DEPT","Saturday","Nov"
670914,2013-02-11,40.7936681190001,-73.941689734,"ROBBERY",23,"MANHATTAN","N.Y. POLICE DEPT","Monday","Feb"
992980,2014-05-12,40.816892135,-73.9163798659999,"GRAND LARCENY",40,"BRONX","N.Y. POLICE DEPT","Monday","May"
745467,2015-08-22,40.6874559090001,-73.748848106,"ROBBERY",113,"QUEENS","N.Y. POLICE DEPT","Saturday","Aug"
986426,2013-05-15,40.8121537550001,-73.886347612,"GRAND LARCENY OF MOTOR VEHICLE",41,"BRONX","N.Y. POLICE DEPT","Wednesday","May"
791802,2014-02-27,40.6467245320001,-73.953407241,"FELONY ASSAULT",67,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Feb"
923500,2015-06-22,40.834348017,-73.908465527,"FELONY ASSAULT",42,"BRONX","N.Y. HOUSING POLICE","Monday","Jun"
1106716,2015-10-01,40.6827207000001,-74.003819688,"GRAND LARCENY",76,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Oct"
975763,2015-07-16,40.589730058,-73.93837532,"ROBBERY",61,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Jul"
1025766,2014-09-04,40.7211168860001,-73.749666452,"ROBBERY",105,"QUEENS","N.Y. POLICE DEPT","Thursday","Sep"
932211,2014-02-05,40.667423537,-73.923708142,"FELONY ASSAULT",77,"BROOKLYN","N.Y. POLICE DEPT","Wednesday","Feb"
720965,2014-01-22,40.7639564090001,-73.749332162,"GRAND LARCENY",111,"QUEENS","N.Y. POLICE DEPT","Wednesday","Jan"
783909,2014-08-10,40.661185668,-73.8559785909999,"ROBBERY",106,"QUEENS","N.Y. POLICE DEPT","Sunday","Aug"
896068,2013-07-22,40.6055555620001,-74.015606093,"BURGLARY",62,"BROOKLYN","N.Y. POLICE DEPT","Monday","Jul"
848622,2013-02-10,40.6870096810001,-73.863664371,"FELONY ASSAULT",102,"QUEENS","N.Y. POLICE DEPT","Sunday","Feb"
792340,2014-10-10,40.77134778,-73.9534211439999,"GRAND LARCENY",19,"MANHATTAN","N.Y. POLICE DEPT","Friday","Oct"
947349,2013-02-28,40.642141941,-74.000859033,"BURGLARY",66,"BROOKLYN","N.Y. POLICE DEPT","Thursday","Feb"
843041,2015-07-17,40.8424919770001,-73.881741914,"GRAND LARCENY",48,"BRONX","N.Y. POLICE DEPT","Friday","Jul"
857631,2014-09-07,40.8342930630001,-73.948093802,"FELONY ASSAULT",33,"MANHATTAN","N.Y. POLICE DEPT","Sunday","Sep"
946946,2013-02-04,40.729696265,-73.983768787,"BURGLARY",9,"MANHATTAN","N.Y. POLICE DEPT","Monday","Feb"
825954,2014-07-01,40.7911518670001,-73.884371919,"FELONY ASSAULT",41,"BRONX","DEPT OF CORRECTIONS","Tuesday","Jul"
889606,2013-02-16,40.7328304330001,-73.98149123,"GRAND LARCENY",13,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Feb"
1033764,2015-12-04,40.6690825800001,-73.9255338689999,"FELONY ASSAULT",77,"BROOKLYN","N.Y. POLICE DEPT","Friday","Dec"
978630,2014-03-18,40.627614142,-74.023410755,"GRAND LARCENY",68,"BROOKLYN","N.Y. POLICE DEPT","Tuesday","Mar"
805629,2014-12-06,40.7604132270001,-73.987475708,"ROBBERY",18,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Dec"
1018146,2014-07-07,40.636770368,-74.0025415819999,"BURGLARY",66,"BROOKLYN","N.Y. POLICE DEPT","Monday","Jul"
1109445,2015-10-17,40.7418422440001,-73.9872951529999,"GRAND LARCENY",13,"MANHATTAN","N.Y. POLICE DEPT","Saturday","Oct"
1077210,2014-10-17,40.775953911,-73.80802388,"GRAND LARCENY",109,"QUEENS","N.Y. POLICE DEPT","Friday","Oct"
1032662,2013-12-08,40.7830752720001,-73.813957822,"GRAND LARCENY",109,"QUEENS","N.Y. POLICE DEPT","Sunday","Dec"
1029043,2013-11-29,40.7911518670001,-73.884371919,"FELONY ASSAULT",41,"BRONX","DEPT OF CORRECTIONS","Friday","Nov"
1098358,2015-10-12,40.75127532,-73.982500299,"GRAND LARCENY",14,"MANHATTAN","N.Y. POLICE DEPT","Monday","Oct"
